conversation_id,conversation_title,conversation_source,message_index,No.,created_at_jst,role,type,content,score,feedback,source,matched_sources
ffe17de1-13f5-477d-8b99-c7a5e5c5df91,Solo Traveler Inquiry,Widget or Iframe,29,1622,2026-01-08 08:18:46,assistant,text,ハイキング以外に、焼津で体験したいことはありますか？,0.78515625,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/hiking-map/""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/4770""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/gourmet/1843""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1378""}]"
ffe17de1-13f5-477d-8b99-c7a5e5c5df91,Solo Traveler Inquiry,Widget or Iframe,30,1623,2026-01-08 08:18:46,assistant,text,ハイキング以外に、焼津で体験したいことはありますか？,,,,[]
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,0,1624,2026-01-08 01:04:15,assistant,text,Welcome to Yaizu! 🌊,,,,[]
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,1,1625,2026-01-08 01:04:15,assistant,text,"Whether you’re traveling solo, as a couple, or with family or friends, we’ll help you discover local seafood, attractions, and hidden gems.",,,,[]
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,2,1626,2026-01-08 01:04:15,assistant,text,Let’s start by telling me who you’re visiting with!,,,,[]
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,3,1627,2026-01-08 01:04:15,assistant,text,焼津へようこそ！🌊ひとり旅でも、カップル・家族・友人と一緒でも、焼津の海鮮や観光名所、知られざるスポットをご案内します！,,,,[]
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,4,1628,2026-01-08 01:04:15,user,text,👨‍👩‍👧 Family / ご家族,,,,
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,5,1629,2026-01-08 01:04:27,assistant,text,"素晴らしい！ご家族での焼津旅行ですね。お子さんの年齢を教えていただけますか？それに合わせて、ぴったりなスポットやレストランをおすすめできます。

Great! A family trip to Yaizu sounds wonderful. Could you tell me the age of your children? That way, I can recommend spots and restaurants that are perfect for your family.",0.609375,,llm,"[{""type"": ""link"", ""name"": ""https://yaidara.jp/gourmet/4437""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/3515""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/2807""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/child/4613""}, {""type"": ""link"", ""name"": ""https://www.nap-camp.com/mag/tags/24""}]"
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,6,1630,2026-01-08 01:04:27,assistant,text,素晴らしい！ご家族での焼津旅行ですね。お子さんの年齢を教えていただけますか？それに合わせて、ぴったりなスポットやレストランをおすすめできます。,0.609375,,llm,"[{""type"": ""link"", ""name"": ""https://yaidara.jp/gourmet/4437""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/3515""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/2807""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/child/4613""}, {""type"": ""link"", ""name"": ""https://www.nap-camp.com/mag/tags/24""}]"
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,7,1631,2026-01-08 01:04:27,assistant,text,お子さんは何歳ですか？,,,,[]
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,8,1632,2026-01-08 01:04:32,user,text,複数の年齢層,,,,
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,9,1633,2026-01-08 01:04:42,assistant,text,"ご家族に複数の年齢層のお子さんがいるのですね。焼津には、幅広い年代が楽しめるスポットがたくさんあります！

**お子さんが楽しめる主な施設：**

- **ディスカバリーパーク焼津** - プラネタリウム、天文台、展示スペース、温水プール（水夢館）など、幼児から大人まで楽しめます
- **とまとぴあ** - 0歳～18歳未満が遊べる児童館・支援センター。ネット遊具や乳幼児コーナーがあります
- **焼津さかなセンター** - 海鮮グルメやお土産が充実。家族で食事を楽しめます

ご家族の具体的なご興味（食事、自然体験、屋内施設など）を教えていただければ、より詳しくおすすめできます。",0.546875,,llm,"[{""type"": ""link"", ""name"": ""https://yaidara.jp/events/%E5%8E%9F%E7%B9%81%E3%80%80%E5%86%99%E7%9C%9F%E5%B1%95%E3%80%8C%E4%B8%8D%E5%8B%95%E5%B3%A1%E3%81%AE%E5%9B%9B%E5%AD%A3%E3%80%8D""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/child-edu/kodomo/index.html""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/3863""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/child/4613""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/1113""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/child-edu/index.html""}]"
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,10,1634,2026-01-08 01:04:42,assistant,text,ご家族は焼津で何をしたいですか？,0.546875,,llm,"[{""type"": ""link"", ""name"": ""https://yaidara.jp/events/%E5%8E%9F%E7%B9%81%E3%80%80%E5%86%99%E7%9C%9F%E5%B1%95%E3%80%8C%E4%B8%8D%E5%8B%95%E5%B3%A1%E3%81%AE%E5%9B%9B%E5%AD%A3%E3%80%8D""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/child-edu/kodomo/index.html""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/3863""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/child/4613""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/1113""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/child-edu/index.html""}]"
3a5a1292-c2c1-4a64-b608-d561b29988d6,Family Conversation,Widget or Iframe,11,1635,2026-01-08 01:04:42,assistant,text,ご家族は焼津で何をしたいですか？,,,,[]
b4e838fe-b88f-4935-a1d2-9dbfe6fa651c,Solo Traveler Interests,Widget or Iframe,0,1636,2026-01-07 12:08:01,assistant,text,Welcome to Yaizu! 🌊,,,,[]
b4e838fe-b88f-4935-a1d2-9dbfe6fa651c,Solo Traveler Interests,Widget or Iframe,1,1637,2026-01-07 12:08:01,assistant,text,"Whether you’re traveling solo, as a couple, or with family or friends, we’ll help you discover local seafood, attractions, and hidden gems.",,,,[]
b4e838fe-b88f-4935-a1d2-9dbfe6fa651c,Solo Traveler Interests,Widget or Iframe,2,1638,2026-01-07 12:08:01,assistant,text,Let’s start by telling me who you’re visiting with!,,,,[]
b4e838fe-b88f-4935-a1d2-9dbfe6fa651c,Solo Traveler Interests,Widget or Iframe,3,1639,2026-01-07 12:08:01,assistant,text,焼津へようこそ！🌊ひとり旅でも、カップル・家族・友人と一緒でも、焼津の海鮮や観光名所、知られざるスポットをご案内します！,,,,[]
b4e838fe-b88f-4935-a1d2-9dbfe6fa651c,Solo Traveler Interests,Widget or Iframe,4,1640,2026-01-07 12:08:01,user,text,👤 Solo Traveler / ひとり旅,,,,
b4e838fe-b88f-4935-a1d2-9dbfe6fa651c,Solo Traveler Interests,Widget or Iframe,5,1641,2026-01-07 12:08:14,assistant,text,"Great! Solo travel is a wonderful way to explore Yaizu at your own pace. 🚶‍♂️

To help you discover the best experiences, could you tell me what interests you most?",0.45703125,,llm,"[{""type"": ""link"", ""name"": ""https://www.nap-camp.com/mag/tags/20""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/""}, {""type"": ""link"", ""name"": ""https://sakidori.co/tag/311""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/blog""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/blog/""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/events/%E3%81%BF%E3%82%89%E3%81%84%E3%83%9E%E3%83%AB%E3%82%B7%E3%82%A7-yaizu-porters""}]"
b4e838fe-b88f-4935-a1d2-9dbfe6fa651c,Solo Traveler Interests,Widget or Iframe,6,1642,2026-01-07 12:08:14,assistant,text,What interests you most during your visit?,,,,[]
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,0,1643,2026-01-07 02:04:33,assistant,text,Welcome to Yaizu! 🌊,,,,[]
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,1,1644,2026-01-07 02:04:33,assistant,text,"Whether you’re traveling solo, as a couple, or with family or friends, we’ll help you discover local seafood, attractions, and hidden gems.",,,,[]
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,2,1645,2026-01-07 02:04:33,assistant,text,Let’s start by telling me who you’re visiting with!,,,,[]
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,3,1646,2026-01-07 02:04:33,assistant,text,焼津へようこそ！🌊ひとり旅でも、カップル・家族・友人と一緒でも、焼津の海鮮や観光名所、知られざるスポットをご案内します！,,,,[]
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,4,1647,2026-01-07 02:04:33,user,text,美味しいミナミマグロが食べられるお店お願いします,,,,
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,5,1648,2026-01-07 02:04:49,assistant,text,"焼津さかなセンター内の飲食店をご紹介いたします。

**店名：まぐろ食堂**
- 所在地：焼津さかなセンターサービス棟B-1
- 電話：054-627-0228
- 営業時間：平日/9:00〜14:30、土日祝/9:00〜16:30
- 休業日：1月1日（元日）※臨時休業あり
- ホームページ：[https://www.instagram.com/maguro_shokudou/](https://www.instagram.com/maguro_shokudou/)
- おすすめ：天然南鮪と天然本鮪のよくばり丼

マグロ専門店「まぐろの魚二」直営の食堂です。肉厚で甘味のある天然ミナミマグロを中心に天然マグロのみを使用した丼、定食がリーズナブルな価格で味わえます！

---

**店名：スマル水産 場外食堂 てっか家**
- 店舗No.：904／ピンク通り
- 電話：070-1303-7736
- 営業時間：9:00～17:00（L.O 16:30）
- 休業日：水曜
- ホームページ：[https://tekka-ya.com/](https://tekka-ya.com/)
- おすすめ：特上海鮮丼・本日のおすすめ丼

創業50有余年の魚屋、スマル水産直営。味と鮮度にこだわり、特にマグロが絶品！南マグロにはとことんこだわっています！近海、地魚、貝類、生しらす、生さくらえび、うに、イクラなど『極上の美味しさ』をお楽しみください。",0.859375,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/2433""}]"
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,6,1649,2026-01-07 02:04:49,assistant,text,焼津さかなセンター以外のお店もご紹介できますが、いかがですか？,,,,[]
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,7,1650,2026-01-07 02:04:58,user,text,他のお店も知りたい,,,,
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,8,1651,2026-01-07 02:05:04,assistant,text,"申し訳ございませんが、焼津市内でミナミマグロを専門に提供しているその他のお店の情報は、現在のところ確認できておりません。

焼津さかなセンター内の「まぐろ食堂」と「スマル水産 場外食堂 てっか家」は、どちらも天然ミナミマグロにこだわった店舗として高く評価されています。特に「スマル水産 場外食堂 てっか家」は、創業50年以上の魚屋直営で、南マグロへのこだわりが強いお店です。

焼津さかなセンターは焼津駅から近く、アクセスも良好です。ぜひこちらのお店でミナミマグロの美味しさをお楽しみください。

他にご質問やご希望がございましたら、お気軽にお聞きします。",0.546875,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/2349""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/business/sangyo-shogyo/promotion/uogashi-megumi.html""}]"
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,9,1652,2026-01-07 02:06:31,user,text,県外からの移住について,,,,
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,10,1653,2026-01-07 02:06:43,assistant,text,"焼津市への移住についてのご質問ですね。焼津市では、移住定住を支援するための様々な制度をご用意しています。

## 移住定住支援制度

**1. 移住・就業支援金**
県外から焼津市に移住して、対象となる企業に就業した方に支援金を交付します。

**2. 子育て世帯移住定住応援事業（通称：YAIJU）**
子育て世帯を対象とした移住定住支援事業です。

**3. 子育て世帯等定住促進住宅取得支援事業**
子育て世帯などが住宅を取得する際の支援制度です。

**4. オーダーメイド市内案内**
移住を検討されている方に向けて、焼津市の魅力を実際に体験していただくサービスです。

**5. オンライン移住相談**
ご自宅からオンラインで移住に関するご相談ができます。

## 引越し手続きについて

焼津市への転入手続きについては、以下の情報をご参照ください：

- [転入届：焼津市外から焼津市に住所を変更したとき](https://www.city.yaizu.lg.jp/life/hikkoshi/tennyu/index.html)
- [手続きかんたんナビ（転入）](https://www.city.yaizu.lg.jp/navi/question.php?cate=tennyu)

詳しい内容や具体的なご相談については、焼津市の移住定住支援窓口にお問い合わせいただくことをお勧めします。",0.56640625,,llm,"[{""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/faq/tetsuzuki/hikkoshi/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/hikkoshi/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tennyu""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/faq/tetsuzuki/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/iju-marriage/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tensyutsu""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/sitemap.html""}]"
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,11,1654,2026-01-07 02:06:43,assistant,text,移住に関して、特に知りたいことはありますか？,0.56640625,,llm,"[{""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/faq/tetsuzuki/hikkoshi/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/hikkoshi/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tennyu""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/faq/tetsuzuki/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/iju-marriage/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tensyutsu""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/sitemap.html""}]"
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,12,1655,2026-01-07 02:06:43,assistant,text,移住に関して、特に知りたいことはありますか？,,,,[]
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,13,1656,2026-01-07 02:07:27,user,text,転入手続きについて教えて,,,,
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,14,1657,2026-01-07 02:07:40,assistant,text,"焼津市への転入手続きについてご説明いたします。

## 転入届について

焼津市外から焼津市に住所を変更する場合、**転入届**の提出が必要です。

### 手続きの種類

転入届の手続き方法は、以下のいくつかの方法から選べます：

1. **本人または新しく同じ世帯になる方が手続きするとき**
   - 市役所の窓口で直接手続きします

2. **代理人（法定代理人を含む）が手続きをするとき**
   - 代理人が市役所の窓口で手続きします

3. **国外から焼津市へ住所を変更したとき**
   - 国外からの転入手続きに対応しています

4. **マイナンバーカードを使った手続き**
   - マイナンバーカードをお持ちの場合、本人または同じ世帯になる方が手続きできます
   - マイナンバーカードをお持ちの代理人が手続きすることもできます

### 手続きをサポートするツール

**手続きかんたんナビ**をご利用いただくと、いくつかの質問にお答えいただくだけで、ご自身に必要な手続きと持ち物が確認できます：

[手続きかんたんナビ（転入）](https://www.city.yaizu.lg.jp/navi/question.php?cate=tennyu)

このナビゲーションツールでは、以下の情報に基づいて必要な手続きをご案内します：
- 引越しをされる方の年齢
- 引越す前の住所（市外か国外か）
- 健康保険の種類
- マイナンバーカードの有無
- 手続きをする方（本人か代理人か）

### 詳細情報

詳しい手続き内容については、以下をご参照ください：

[転入届：焼津市外から焼津市に住所を変更したとき](https://www.city.yaizu.lg.jp/life/hikkoshi/tennyu/index.html)

ご不明な点やご質問がございましたら、お気軽にお聞きします。",0.69921875,,llm,"[{""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/hikkoshi/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tenkyo""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tennyu""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/sitemap.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/faq/tetsuzuki/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/faq/tetsuzuki/hikkoshi/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tensyutsu""}]"
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,15,1658,2026-01-07 02:07:41,assistant,text,転入手続きについて、さらに詳しく知りたいことはありますか？,0.69921875,,llm,"[{""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/hikkoshi/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tenkyo""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tennyu""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/sitemap.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/faq/tetsuzuki/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/faq/tetsuzuki/hikkoshi/index.html""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/navi/question.php?cate=tensyutsu""}]"
b15087e7-f9cd-4fb1-81a4-d6bdc36f83ab,Request for a restaurant serving delicious Minami Maguro,Widget or Iframe,16,1659,2026-01-07 02:07:40,assistant,text,転入手続きについて、さらに詳しく知りたいことはありますか？,,,,[]
02e75c1b-6099-4099-871d-1a456c39d6e5,Solo Traveler in Yaizu,Widget or Iframe,0,1660,2026-01-06 19:06:35,assistant,text,Welcome to Yaizu! 🌊,,,,[]
02e75c1b-6099-4099-871d-1a456c39d6e5,Solo Traveler in Yaizu,Widget or Iframe,1,1661,2026-01-06 19:06:35,assistant,text,"Whether you’re traveling solo, as a couple, or with family or friends, we’ll help you discover local seafood, attractions, and hidden gems.",,,,[]
02e75c1b-6099-4099-871d-1a456c39d6e5,Solo Traveler in Yaizu,Widget or Iframe,2,1662,2026-01-06 19:06:35,assistant,text,Let’s start by telling me who you’re visiting with!,,,,[]
02e75c1b-6099-4099-871d-1a456c39d6e5,Solo Traveler in Yaizu,Widget or Iframe,3,1663,2026-01-06 19:06:35,assistant,text,焼津へようこそ！🌊ひとり旅でも、カップル・家族・友人と一緒でも、焼津の海鮮や観光名所、知られざるスポットをご案内します！,,,,[]
02e75c1b-6099-4099-871d-1a456c39d6e5,Solo Traveler in Yaizu,Widget or Iframe,4,1664,2026-01-06 19:06:35,user,text,👤 Solo Traveler / ひとり旅,,,,
02e75c1b-6099-4099-871d-1a456c39d6e5,Solo Traveler in Yaizu,Widget or Iframe,5,1665,2026-01-06 19:06:46,assistant,text,"素晴らしい！ひとり旅は焼津を自分のペースで満喫できる最高の方法です。🚴‍♂️

焼津は、港町の魅力、歴史、自然など、様々な見どころがあります。あなたの興味に合わせてご案内しますので、以下からお選びください：

- 🍣 **海鮮グルメ** - 新鮮な魚料理やさかなセンター
- 🏛️ **歴史・文化** - 小泉八雲ゆかりのスポット
- 🚴 **サイクリング** - 港町を自転車で巡る
- 🏖️ **自然・景観** - 海や山の絶景ポイント
- 🎯 **おすすめコース** - モデルコースから選ぶ

どのテーマに興味がありますか？",0.45703125,,llm,"[{""type"": ""link"", ""name"": ""https://www.nap-camp.com/mag/tags/20""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/""}, {""type"": ""link"", ""name"": ""https://sakidori.co/tag/311""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/blog""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/blog/""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/tour/""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/events/%E3%81%BF%E3%82%89%E3%81%84%E3%83%9E%E3%83%AB%E3%82%B7%E3%82%A7-yaizu-porters""}]"
b5982938-627a-4c9e-a11c-c08c9a2c6df6,Couple's Trip Planning,Widget or Iframe,0,1666,2026-01-06 15:26:50,assistant,text,Welcome to Yaizu! 🌊,,,,[]
b5982938-627a-4c9e-a11c-c08c9a2c6df6,Couple's Trip Planning,Widget or Iframe,1,1667,2026-01-06 15:26:50,assistant,text,"Whether you’re traveling solo, as a couple, or with family or friends, we’ll help you discover local seafood, attractions, and hidden gems.",,,,[]
b5982938-627a-4c9e-a11c-c08c9a2c6df6,Couple's Trip Planning,Widget or Iframe,2,1668,2026-01-06 15:26:50,assistant,text,Let’s start by telling me who you’re visiting with!,,,,[]
b5982938-627a-4c9e-a11c-c08c9a2c6df6,Couple's Trip Planning,Widget or Iframe,3,1669,2026-01-06 15:26:50,assistant,text,焼津へようこそ！🌊ひとり旅でも、カップル・家族・友人と一緒でも、焼津の海鮮や観光名所、知られざるスポットをご案内します！,,,,[]
b5982938-627a-4c9e-a11c-c08c9a2c6df6,Couple's Trip Planning,Widget or Iframe,4,1670,2026-01-06 15:26:50,user,text,👩‍❤️‍👨 Couple / カップル,,,,
b5982938-627a-4c9e-a11c-c08c9a2c6df6,Couple's Trip Planning,Widget or Iframe,5,1671,2026-01-06 15:27:01,assistant,text,"Perfect! Yaizu City is a wonderful destination for couples. You can enjoy scenic coastal views, fresh seafood, and romantic spots together. The city offers beautiful photo opportunities, especially with views of Mount Fuji and the Suruga Bay.",0.640625,,llm,"[{""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/news/3508""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1718""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/2651""}, {""type"": ""link"", ""name"": ""https://www.city.yaizu.lg.jp/life/iju-marriage/index.html""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/spot/1332""}, {""type"": ""link"", ""name"": ""https://sakidori.co/article/996813""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/events/%E3%80%901-24%E3%80%91%E9%9F%B3%E3%81%A8%E5%85%89%E3%81%AE%E3%83%9E%E3%83%AA%E3%82%A2%E3%83%BC%E3%82%B8%E3%83%A5%E3%80%8C%E8%88%9E%E5%8F%B0%E8%A3%8F%E4%BD%93%E9%A8%93%E8%AC%9B%E5%BA%A7%E3%80%8D""}]"
b5982938-627a-4c9e-a11c-c08c9a2c6df6,Couple's Trip Planning,Widget or Iframe,6,1672,2026-01-06 15:27:01,assistant,text,What interests you most for your couple's trip?,,,,[]
ed01e7bf-1ada-40a9-a620-88ebecf300ca,ホテルアンビア松風閣についての会話,Playground,0,1673,2026-01-06 10:00:56,assistant,text,Welcome to Yaizu! 🌊,,,,[]
ed01e7bf-1ada-40a9-a620-88ebecf300ca,ホテルアンビア松風閣についての会話,Playground,1,1674,2026-01-06 10:00:56,assistant,text,"Whether you’re traveling solo, as a couple, or with family or friends, we’ll help you discover local seafood, attractions, and hidden gems.",,,,[]
ed01e7bf-1ada-40a9-a620-88ebecf300ca,ホテルアンビア松風閣についての会話,Playground,2,1675,2026-01-06 10:00:56,assistant,text,Let’s start by telling me who you’re visiting with!,,,,[]
ed01e7bf-1ada-40a9-a620-88ebecf300ca,ホテルアンビア松風閣についての会話,Playground,3,1676,2026-01-06 10:00:56,assistant,text,焼津へようこそ！🌊ひとり旅でも、カップル・家族・友人と一緒でも、焼津の海鮮や観光名所、知られざるスポットをご案内します！,,,,[]
ed01e7bf-1ada-40a9-a620-88ebecf300ca,ホテルアンビア松風閣についての会話,Playground,4,1677,2026-01-06 10:00:56,user,text,ホテルアンビア松風閣について,,,,
ed01e7bf-1ada-40a9-a620-88ebecf300ca,ホテルアンビア松風閣についての会話,Playground,5,1678,2026-01-06 10:01:07,assistant,text,"ホテルアンビア松風閣についてご説明します。

**ホテルアンビア松風閣**は、焼津を代表する観光ホテルで、駿河湾を望む海抜80mの断崖絶壁にそびえ立つ立地にあります。

## 主な特徴

**🏨 ロケーション**
- 全客室がオーシャンビュー
- ホテルからは美しい駿河湾と富士山を眺められます
- 天気が良い日には伊豆半島も見渡せます

**♨️ 温泉**
- 男性風呂「しぶきの湯」、女性風呂「なぎさの湯」
- 駿河湾を見渡せる露天風呂が完備
- 地下1,500mの地層から湧き出た塩化物泉
- 神経痛や疲労回復、美容に良い温泉
- **日帰り入浴も可能**（1,100円、タオル付）

**🍽️ 料亭「美咲」**
- 焼津で取れた海産物を活かした懐石料理
- テーブル席と最大12名収容の個室あり
- 日帰り客も利用可能

**🎭 ディナーショー**
- 定期的に開催
- 日帰り参加も可能
- **チケット購入は電話のみ**

## 基本情報

| 項目 | 内容 |
|------|------|
| 住所 | 〒425-0012 静岡県焼津市浜当目1541 |
| 電話番号 | 054-628-3131 |
| 公式ホームページ | [https://www.syofukaku.com/](https://www.syofukaku.com/) |

## アクセス

**🚗 車の場合**
- 東名焼津ICから約10分
- 新東名焼津岡部ICから約20分

**🚌 電車の場合**
- JR焼津駅南口5番乗り場から無料送迎バス利用可能
- 朝7時～19時まで約30分おきの運行
- 予約不要で宿泊者以外も無料で利用できます",0.94921875,,llm,"[{""type"": ""link"", ""name"": ""https://yaidara.jp/hobby/hot-spring/7314""}, {""type"": ""link"", ""name"": ""https://yaidara.jp/facility/7037""}, {""type"": ""link"", ""name"": ""https://www.yaizu.gr.jp/photo/1254""}]"
